1,600000
2,640941
3,600041
4,600042
5,640820
6,600031
7,600001
8,640821
9,600032
10,600002
11,640822
12,600033
13,600003
14,640823
15,600034
16,600004
17,640824
18,600035
19,600005
20,640825
21,600006
22,640826
23,600007
24,600008
25,600009
26,600010
27,600011
28,600012
29,600013
30,600014
31,600015
32,600016
33,600017
34,600018
35,600020
36,600021
37,600022
38,640943
39,640931
40,640945
41,640942
42,640946
43,640944
44,600051
45,600061
46,640801
47,600052
48,600062
49,640802
50,600053
51,600063
52,640803
53,600054
54,640804
55,600055
56,640805
57,600056
58,640806
59,600057
60,640807
61,640808
62,640809
63,640810
64,640811
65,640912
66,640913
67,640914
68,640915
69,640916
70,640917
71,640918
72,640919
73,640920
74,640921
75,640922
76,640923
77,640924
78,640925
79,640926
80,640927
81,640928
82,640929
83,640930
84,640959
85,640958
86,640951
87,640952
88,640953
89,640954
90,10000
91,28071
92,28072
93,28073
94,28074
95,28075
96,10045
97,600806
98,600807
99,600808
100,600809
101,10010
102,600810
103,10011
104,600811
105,10012
106,600812
107,10013
108,600813
109,10014
110,600814
111,10015
112,600815
113,10016
114,600816
115,10017
116,600817
117,10018
118,600818
119,10019
120,600819
121,10020
122,600820
123,10021
124,10022
125,10023
126,10024
127,10025
128,10026
129,10027
130,10028
131,10029
132,10030
133,10031
134,10032
135,10033
136,10034
137,10035
138,10036
139,10037
140,10038
141,10039
142,10040
143,28021
144,28022
145,28023
146,28024
147,28025
148,28026
149,28027
150,28028
151,28029
152,28030
153,28052
154,28053
155,28051
156,28054
157,28055
158,10930
159,10921
160,10922
161,10923
162,10924
163,10925
164,10926
165,10927
166,10928
167,10931
168,10932
169,10933
170,10934
171,10935
172,10901
173,10902
174,10903
175,10904
176,10905
177,10906
178,10907
179,10908
180,10909
181,10910
182,10911
183,10912
184,10915
185,28001
186,28002
187,28003
188,28004
189,28005
190,28006
191,28007
192,28008
193,28009
194,28010
195,28011
196,28012
197,28061
198,28062
199,28063
200,28064
201,28065
202,28066
203,28067
204,28068
205,20851
206,20852
207,20853
208,20854
209,20855
210,20856
211,20857
212,20858
213,20859
214,20860
215,20861
216,20865
217,28038
218,28031
219,28032
220,28033
221,28034
222,28035
223,28036
224,28037
225,28043
226,28041
227,28042
228,28044
229,28045
230,28091
231,28081
232,28082
233,650000
234,70880
235,70881
236,70882
237,70883
238,70884
239,70885
240,70886
241,650004
242,600905
243,650005
244,600906
245,650006
246,600907
247,650007
248,600908
249,650008
250,600909
251,650009
252,650010
253,650011
254,650012
255,650013
256,650014
257,650015
258,650016
259,650017
260,650018
261,650019
262,650020
263,650021
264,650022
265,650023
266,650024
267,650025
268,650026
269,650027
270,650028
271,650030
272,650031
273,650032
274,650033
275,70834
276,70835
277,70836
278,70837
279,70838
280,70839
281,70840
282,70841
283,70842
284,70843
285,70844
286,70845
287,70846
288,70847
289,70848
290,70849
291,70850
292,70851
293,70852
294,650043
295,70001
296,70002
297,70003
298,70004
299,70005
300,70006
301,70890
302,70891
303,70892
304,70893
305,70894
306,70895
307,70821
308,70822
309,70823
310,70824
311,70825
312,70826
313,70827
314,70828
315,70829
316,70030
317,70031
318,70032
319,70033
320,70034
321,70820
322,70801
323,70802
324,70803
325,70804
326,70805
327,70806
328,70807
329,70808
330,70809
331,70810
332,70811
333,70812
334,70813
335,70814
336,70815
337,70819
338,70861
339,70862
340,70863
341,70864
342,70865
343,70866
344,70867
345,70868
346,70869
347,70870
348,70871
349,70872
350,70873
351,70874
352,650041
353,650042
354,70011
355,30000
356,30851
357,30852
358,30853
359,30854
360,30855
361,30869
362,30861
363,30862
364,30863
365,30864
366,30865
367,30859
368,30801
369,30802
370,30803
371,30804
372,30805
373,30806
374,30807
375,30808
376,30809
377,30811
378,30812
379,30813
380,30814
381,30821
382,30822
383,30823
384,30824
385,30825
386,30826
387,30827
388,30828
389,30829
390,30830
391,30849
392,30831
393,30832
394,30833
395,30834
396,30835
397,30836
398,30837
399,30838
400,30839
401,30840
402,30021
403,30011
404,30012
405,30013
406,30022
407,30023
408,30001
409,30002
410,30003
411,30004
412,30005
413,30006
414,30876
415,30028
416,30029
417,30024
418,30025
419,30026
420,30027
421,30871
422,30872
423,30873
424,30874
425,30875
426,30030
427,620000
428,620911
429,620912
430,620020
431,620021
432,620022
433,620023
434,620024
435,620025
436,620051
437,620052
438,620053
439,620054
440,620055
441,620901
442,620902
443,620903
444,620904
445,620905
446,620906
447,620907
448,620908
449,620909
450,620921
451,620922
452,620039
453,620031
454,620032
455,620033
456,620034
457,620035
458,620045
459,620931
460,620932
461,620933
462,620934
463,620935
464,620936
465,620937
466,620938
467,620041
468,620042
469,620043
470,620001
471,620002
472,620003
473,620004
474,620005
475,620006
476,620007
477,620008
478,620009
479,620010
480,620011
481,620012
482,50000
483,50849
484,50850
485,50841
486,50842
487,50843
488,50844
489,50801
490,50802
491,50803
492,50804
493,50805
494,50806
495,50807
496,50808
497,50809
498,50810
499,50811
500,50812
501,50813
502,50814
503,50815
504,50816
505,50817
506,50818
507,50832
508,50864
509,612274
510,612301
511,612302
512,612303
513,612276
514,50007
515,50001
516,50002
517,50003
518,50004
519,50005
520,50006
521,50862
522,50830
523,50865
524,50863
525,50851
526,50852
527,50853
528,50854
529,50855
530,50856
531,612275
532,612273
533,50831
534,50840
535,612271
536,612281
537,612282
538,612283
539,612284
540,612285
541,612286
542,50008
543,50861
544,50018
545,50015
546,50022
547,50012
548,50014
549,50011
550,50021
551,50013
552,50016
553,50017
554,612261
555,612262
556,612263
557,612264
558,612265
559,612266
560,612272
561,50827
562,50821
563,50822
564,50823
565,50824
566,50825
567,50826
568,50030
569,50031
570,50032
571,50033
572,50034
573,50035
574,50036
575,50037
576,50038
577,50039
578,50040
579,50041
580,630000
581,630811
582,630812
583,630813
584,630814
585,630011
586,630049
587,630031
588,630032
589,630033
590,630034
591,630035
592,630036
593,630037
594,630038
595,630039
596,630040
597,630041
598,630042
599,630043
600,630044
601,630062
602,630061
603,630801
604,630802
605,630803
606,630804
607,630861
608,630841
609,630862
610,630842
611,630863
612,630843
613,630864
614,630844
615,630865
616,630845
617,630866
618,630846
619,630867
620,630847
621,630868
622,630848
623,630869
624,630849
625,630870
626,630850
627,630821
628,630822
629,630823
630,630824
631,630825
632,630826
633,630827
634,630828
635,630829
636,630830
637,630831
638,630832
639,630833
640,630834
641,630835
642,630836
643,630837
644,630012
645,630029
646,630021
647,630022
648,630023
649,630059
650,630051
651,630052
652,630053
653,630054
654,630009
655,630001
656,630002
657,630003
658,630004
659,630005
660,630006
661,630007
662,40000
663,40021
664,40071
665,40072
666,40073
667,40074
668,40075
669,40076
670,40051
671,40052
672,40053
673,40054
674,40055
675,40039
676,40007
677,40006
678,40069
679,40068
680,40061
681,40062
682,40063
683,40064
684,40065
685,40001
686,40002
687,40003
688,40004
689,40005
690,40022
691,40041
692,40042
693,40031
694,40032
695,40033
696,40015
697,40011
698,40013
699,40012
700,40014
701,60000
702,60831
703,60832
704,60833
705,60834
706,60835
707,60836
708,60837
709,60838
710,60839
711,60840
712,60841
713,60842
714,60861
715,60031
716,60032
717,60033
718,60034
719,60035
720,60041
721,60042
722,60043
723,60801
724,60802
725,60803
726,60804
727,60805
728,60806
729,60807
730,60039
731,60049
732,60019
733,60859
734,60829
735,60860
736,60029
737,60021
738,60022
739,60023
