1,11,北海道,札幌市
2,11,北海道,北広島市
3,11,北海道,空知郡
4,11,北海道,江別市
5,123,北海道,千歳市
6,123,北海道,恵庭市
7,123,北海道,夕張市
8,123,北海道,夕張市
9,123,北海道,夕張郡
10,124,北海道,芦別市
11,125,北海道,赤平市
12,125,北海道,歌志内市
13,125,北海道,砂川市
14,125,北海道,滝川市
15,125,北海道,雨竜郡
16,125,北海道,樺戸郡
17,125,北海道,空知郡
18,126,北海道,岩見沢市
19,126,北海道,美唄市
20,126,北海道,石狩郡
21,126,北海道,樺戸郡
22,1267,北海道,岩見沢市
23,1267,北海道,三笠市
24,133,北海道,石狩郡
25,135,北海道,積丹郡
26,135,北海道,余市郡
27,135,北海道,古平郡
28,135,北海道,古宇郡
29,135,北海道,岩内郡
30,136,北海道,虻田郡
31,136,北海道,磯谷郡
32,136,北海道,寿都郡
33,136,北海道,島牧郡
34,1372,北海道,茅部郡
35,1374,北海道,茅部郡
36,137,北海道,二海郡
37,1377,北海道,山越郡
38,137,北海道,瀬棚郡
39,137,北海道,久遠郡
40,138,北海道,北斗市
41,138,北海道,函館市
42,138,北海道,亀田郡
43,1392,北海道,上磯郡
44,139,北海道,松前郡
45,139,北海道,檜山郡
46,139,北海道,爾志郡
47,1397,北海道,奥尻郡
48,1398,北海道,二海郡
49,1398,北海道,久遠郡
50,142,北海道,虻田郡
51,142,北海道,有珠郡
52,142,北海道,伊達市
53,143,北海道,室蘭市
54,143,北海道,登別市
55,144,北海道,白老郡
56,144,北海道,苫小牧市
57,145,北海道,勇払郡
58,145,北海道,勇払郡
59,146,北海道,沙流郡
60,146,北海道,沙流郡
61,146,北海道,浦河郡
62,146,北海道,様似郡
63,146,北海道,新冠郡
64,146,北海道,日高郡
65,1466,北海道,幌泉郡
66,152,北海道,網走市
67,152,北海道,北見市
68,152,北海道,斜里郡
69,152,北海道,網走郡
70,152,北海道,北見市
71,152,北海道,網走郡
72,153,北海道,厚岸郡
73,153,北海道,根室市
74,153,北海道,野付郡
75,153,北海道,標津郡
76,154,北海道,釧路市
77,154,北海道,阿寒郡
78,154,北海道,釧路群
79,1547,北海道,釧路市
80,1547,北海道,白糠郡
81,15,北海道,川上郡
82,155,北海道,帯広市
83,155,北海道,河西郡
84,155,北海道,河東郡
85,155,北海道,中川郡
86,15,北海道,十勝郡
87,15,北海道,中川郡
88,15,北海道,釧路郡
89,1558,北海道,中川郡
90,1558,北海道,広尾郡
91,156,北海道,足寄郡
92,156,北海道,中川郡
93,1564,北海道,河東郡
94,156,北海道,河東郡
95,156,北海道,上川郡
96,157,北海道,北見市
97,157,北海道,常呂郡
98,158,北海道,紋別市
99,158,北海道,紋別郡
100,158,北海道,紋別郡
101,1586,北海道,紋別郡
102,1587,北海道,常呂郡
103,158,北海道,紋別郡
104,158,北海道,紋別郡
105,158,北海道,紋別郡
106,162,北海道,稚内市
107,162,北海道,天塩郡
108,1632,北海道,天塩郡
109,1634,北海道,枝幸郡
110,1634,北海道,枝幸郡
111,1635,北海道,宗谷郡
112,163,北海道,枝幸郡
113,163,北海道,利尻郡
114,163,北海道,礼文郡
115,164,北海道,留萌市
116,164,北海道,増毛郡
117,164,北海道,深川市
118,164,北海道,雨竜郡
119,164,北海道,苫前郡
120,1648,北海道,苫前郡
121,165,北海道,士別市
122,165,北海道,雨竜郡
123,165,北海道,上川郡
124,1654,北海道,名寄市
125,1655,北海道,名寄市
126,1655,北海道,上川郡
127,1656,北海道,中川郡
128,1658,北海道,上川郡
129,1658,北海道,上川郡
130,166,北海道,旭川市
131,166,北海道,上川郡
132,167,北海道,富良野市
133,167,北海道,空知郡
134,167,北海道,勇払郡
135,172,青森県,青森市
136,172,青森県,黒石市
137,172,青森県,平川市
138,172,青森県,弘前市
139,172,青森県,北津軽郡
140,172,青森県,中津軽郡
141,172,青森県,南津軽郡
142,173,青森県,五所川原市
143,173,青森県,つがる市
144,173,青森県,北津軽郡
145,173,青森県,西津軽郡
146,174,青森県,東津軽郡
147,175,青森県,むつ市
148,175,青森県,下北郡
149,175,青森県,上北郡
150,176,青森県,上北郡
151,176,青森県,十和田市
152,176,青森県,三沢市
153,17,青森県,青森市
154,17,青森県,東津軽郡
155,178,青森県,八戸市
156,178,青森県,上北郡
157,178,青森県,三戸群
158,179,青森県,三戸郡
159,182,秋田県,横手市
160,182,秋田県,雄勝郡
161,182,秋田県,上北郡
162,183,秋田県,湯沢市
163,183,秋田県,雄勝郡
164,184,秋田県,にかほ市
165,184,秋田県,由利本荘市
166,184,秋田県,三戸郡
167,185,秋田県,男鹿市
168,185,秋田県,南秋田郡
169,185,秋田県,能代市
170,185,秋田県,山本郡
171,185,秋田県,仙北郡
172,186,秋田県,鹿角市
173,186,秋田県,鹿角郡
174,186,秋田県,大館市
175,186,秋田県,北秋田市
176,186,秋田県,北秋田郡
177,187,秋田県,大仙市
178,187,秋田県,潟上市
179,187,秋田県,南秋田郡
180,187,秋田県,仙北市
181,187,秋田県,大仙市
182,18,秋田県,仙北市
183,18,秋田県,大仙市
184,18,秋田県,潟上市
185,18,秋田県,南秋田郡
186,191,岩手県,一関市
187,191,岩手県,西磐井郡
188,192,岩手県,大船渡市
189,192,岩手県,陸前高田市
190,192,岩手県,気仙群
191,193,岩手県,宮古市
192,193,岩手県,下閉伊郡
193,193,岩手県,釜石市
194,193,岩手県,上閉伊郡
195,194,岩手県,久慈市
196,194,岩手県,九戸郡
197,194,岩手県,下閉伊郡
198,195,岩手県,八幡平市
199,195,岩手県,岩手郡
200,195,岩手県,岩手郡
201,195,岩手県,二戸市
202,195,岩手県,九戸郡
203,195,岩手県,二戸郡
204,19,岩手県,滝沢市
205,19,岩手県,盛岡市
206,19,岩手県,岩手郡
207,19,岩手県,紫波郡
208,197,岩手県,奥州市
209,197,岩手県,胆沢郡
